1,1,0.24,10.77,17.16,35.5,1,1,1.0
1,2,50.99,60.23,128.38,61.470000000000006,1,1,1.0
1,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
1,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
2,1,0.24,10.77,9.86,35.5,1,1,1.0
2,2,29.78,56.58,128.37,61.46000000000001,1,1,1.0
2,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
2,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
3,2,19.85,54.14,119.77000000000001,61.459999999999994,1,1,1.0
3,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
3,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
4,2,9.93,51.7,111.16,61.47,1,1,1.0
4,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
4,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
5,2,0.0,49.26,102.55,61.470000000000006,1,1,1.0
5,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
5,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
6,2,0.0,46.09,83.04,61.47,1,1,1.0
6,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
6,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
7,2,0.0,42.92,63.53,61.47,1,1,1.0
7,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
7,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
8,2,0.0,39.75,44.03,61.47,1,1,1.0
8,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
8,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
9,2,0.0,36.82,28.3,61.470000000000006,1,1,1.0
9,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
9,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
10,2,0.0,33.9,12.57,61.46,1,1,1.0
10,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
10,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
10,5,914.28,183.68,45.72000000000003,91.75,1,1,1.0
11,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
11,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
11,5,869.96,175.19,90.03999999999996,97.79000000000002,1,1,1.0
12,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
12,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
12,5,825.65,166.69,134.35000000000002,103.85000000000002,1,1,1.0
13,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
13,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
13,5,781.33,158.19,178.66999999999996,109.89999999999998,1,1,1.0
14,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
14,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
14,5,737.02,149.7,222.98000000000002,115.94999999999999,1,1,1.0
14,6,0.0,165.56,23.35,79.43,1,1,1.0
15,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
15,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
15,5,692.7,141.2,267.29999999999995,122.0,1,1,1.0
15,6,0.0,165.56,41.81,88.66,1,1,1.0
16,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
16,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
16,5,658.34,135.13,261.54999999999995,117.68,1,1,1.0
16,6,0.0,165.56,60.28,97.88999999999999,1,1,1.0
17,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
17,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
17,5,623.98,129.06,255.78999999999996,113.37,1,1,1.0
17,6,0.0,165.56,78.74,107.11000000000001,1,1,1.0
18,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
18,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
18,5,589.63,122.98,250.02999999999997,109.05999999999999,1,1,1.0
18,6,0.0,165.56,97.2,116.33999999999997,1,1,1.0
19,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
19,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
19,5,555.27,116.91,244.26999999999998,104.75,1,1,1.0
19,6,0.1,173.39,123.74000000000001,124.38999999999999,1,1,1.0
20,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
20,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
20,5,520.91,110.84,238.51999999999998,100.43,1,1,1.0
20,6,0.2,181.21,150.28,132.45000000000002,1,1,1.0
21,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
21,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,1.0
21,5,486.56,104.77,232.74999999999994,96.11999999999999,1,1,1.0
21,6,0.3,189.04,176.82,140.50000000000003,1,1,1.0
22,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
22,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
22,5,452.2,98.7,227.00000000000006,91.8,1,1,1.0
22,6,0.4,196.87,203.35999999999999,148.55,1,1,1.0
23,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
23,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
23,5,428.87,95.75,218.78999999999996,88.85,1,1,1.0
23,6,14.54,204.7,215.86,156.60000000000002,1,1,1.0
24,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
24,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
24,5,405.54,92.81,210.57,85.88999999999999,1,1,1.0
24,6,37.12,215.88,230.74,162.95,1,1,1.0
25,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
25,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
25,5,382.21,89.86,202.36000000000007,82.94000000000001,1,1,1.0
25,6,59.7,227.05,245.62,169.32,1,1,1.0
26,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
26,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
26,5,358.89,86.92,194.14,79.98,1,1,1.0
26,6,82.28,238.23,260.5,175.67,1,1,1.0
27,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
27,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
27,5,335.56,83.97,185.93,77.03,1,1,1.0
27,6,112.29,250.15,280.65999999999997,189.48,1,1,1.0
28,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
28,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
28,5,312.23,81.03,177.70999999999998,74.07,1,1,1.0
28,6,142.29,262.08,300.84000000000003,203.29000000000002,1,1,1.0
29,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
29,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
29,5,288.9,78.08,169.5,71.11999999999999,1,1,1.0
29,6,172.3,274.0,321.0,217.10000000000002,1,1,1.0
29,7,912.12,163.48,47.879999999999995,95.72999999999999,1,1,1.0
30,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
30,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
30,5,271.28,75.14,162.59000000000003,68.16000000000001,1,1,1.0
30,6,214.17,291.9,350.46000000000004,223.35000000000002,1,1,1.0
30,7,859.9,161.5,100.10000000000002,97.70999999999998,1,1,1.0
31,3,97.4,0.0,217.79999999999998,63.2,1,1,1.0
31,4,313.86,1.73,399.59000000000003,114.58999999999999,1,1,0.0
31,5,253.65,72.19,155.70000000000002,65.21000000000001,1,1,1.0
