1,1,117.64,335.87,143.67000000000002,59.44999999999999,1,1,1.0
1,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
1,3,734.43,264.86,69.36000000000001,45.41999999999996,1,1,1.0
2,1,94.11,339.38,143.67000000000002,59.44999999999999,1,1,1.0
2,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
2,3,721.01,266.72,70.61000000000001,45.40999999999997,1,1,1.0
3,1,70.58,342.89,143.67000000000002,59.44999999999999,1,1,1.0
3,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
3,3,707.6,268.58,71.84000000000003,45.410000000000025,1,1,1.0
4,1,47.05,346.4,143.67000000000002,59.450000000000045,1,1,1.0
4,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
4,3,694.18,270.44,73.09000000000003,45.410000000000025,1,1,1.0
5,1,23.51,349.91,143.67000000000002,59.44999999999999,1,1,1.0
5,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
5,3,680.76,272.29,74.34000000000003,45.41999999999996,1,1,1.0
6,1,11.76,353.62,135.19,63.60000000000002,1,1,1.0
6,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
6,3,665.48,274.49,76.54999999999995,45.420000000000016,1,1,1.0
7,1,0.0,357.34,126.73,67.73000000000002,1,1,1.0
7,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
7,3,650.21,276.7,78.75999999999999,45.410000000000025,1,1,1.0
8,1,0.0,359.4,101.54,67.74000000000001,1,1,1.0
8,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
8,3,634.93,278.9,80.97000000000003,45.410000000000025,1,1,1.0
9,1,0.0,361.47,76.36,67.72999999999996,1,1,1.0
9,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
9,3,619.65,281.1,83.18000000000006,45.40999999999997,1,1,1.0
10,1,0.0,363.12,52.83,67.73000000000002,1,1,1.0
10,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
10,3,604.38,283.3,85.38999999999999,45.40999999999997,1,1,1.0
11,1,0.0,364.77,29.29,67.73000000000002,1,1,1.0
11,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
11,3,589.1,285.5,87.60000000000002,45.420000000000016,1,1,1.0
12,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
12,3,574.24,288.81,87.60000000000002,45.410000000000025,1,1,1.0
13,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
13,3,558.96,290.87,87.59999999999991,45.40999999999997,1,1,1.0
14,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
14,3,543.69,292.94,87.59999999999991,45.410000000000025,1,1,1.0
15,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
15,3,526.43,295.49,89.17000000000007,46.15999999999997,1,1,1.0
16,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
16,3,509.17,298.05,90.73999999999995,46.90999999999997,1,1,1.0
17,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
17,3,491.91,300.6,92.31,47.65999999999997,1,1,1.0
18,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
18,3,474.66,303.16,93.86999999999995,48.40999999999997,1,1,1.0
19,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
19,3,457.4,305.72,95.44000000000005,49.14999999999998,1,1,1.0
20,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
20,3,440.14,308.27,97.00999999999999,49.910000000000025,1,1,1.0
21,2,207.64,248.35,94.96000000000004,46.23999999999998,1,1,1.0
